"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,,,,,,,,,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Cert Body,Cert Status,Cert Expiry Date,Notes,Source Sheet,Year First Added,Current Status,Full Address,Products,Primary Contact Name,Last Contact Date,Contract Signed,Account Manager,Latest Quotation,Name_Key,Supplier ID
"Shandong Searsport Bio-Tech Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,shandong searsport biotech co ltd,SUP-03715
"Shandong Wanrui Food Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,shandong wanrui food co ltd,SUP-03716
"Shandong Xiankang Agriculture Technology Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,shandong xiankang agriculture technology co ltd,SUP-03717
"Shandong Zhonghe Fruit and Vegetable Foodstuffs Co., Ltd",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,shandong zhonghe fruit and vegetable foodstuffs co ltd,SUP-03720
"Shoei Foods Qingdao Co., Ltd",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,shoei foods qingdao co ltd,SUP-03766
"Sichuan Yilianju Food Co.,Ltd.",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,sichuan yilianju food coltd,SUP-03808
"Suzhou Youi Group Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,suzhou youi group co ltd,SUP-04036
"Tianjin C.Y. Foods Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,tianjin cy foods co ltd,SUP-04191
"Voicevale (Beijing) Trading Co., Ltd",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,voicevale beijing trading co ltd,SUP-04459
"Xinghua Lianfu Food Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,xinghua lianfu food co ltd,SUP-04550
"Xinjiang Bio Grains Agricultural Development Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,xinjiang bio grains agricultural development co ltd,SUP-04551
"Yantai Eversun Food Co., Ltd",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,yantai eversun food co ltd,SUP-04574
"Yantai Lushun Foodstuff Co., Ltd",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,yantai lushun foodstuff co ltd,SUP-04575
"Yixiang (Shandong) Health Food Co., LTD",,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,yixiang shandong health food co ltd,SUP-04591
Zhejiang Baiyi Agricultural Science and Technology Co. LTD,,China,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,zhejiang baiyi agricultural science and technology co ltd,SUP-04624
NaT,,Nat,NaT,NaT,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,NaT,NaT,,,,,nat,SUP-02861
First Grade International Limited,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,first grade international limited,SUP-01459
Freeworld Trading Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,freeworld trading ltd,SUP-01515
FruGro,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,frugro,SUP-01536
Global Grains and Ingredients Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,global grains and ingredients ltd,SUP-01649
Integrity Foods Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,integrity foods ltd,SUP-02054
Kenkko Corporation Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,kenkko corporation ltd,SUP-02281
Orchard Valley Foods - Tenbury Wells,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,orchard valley foods  tenbury wells,SUP-03065
Premier Fruit and Nut Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,premier fruit and nut ltd,SUP-03258
Reeta & Co,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,reeta  co,SUP-03433
Sahara UK Foods Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,sahara uk foods ltd,SUP-03552
"Red River Foods, Inc.",,USA,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,red river foods inc,SUP-03429
Totally Nuts & More Inc.,,Canada,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,totally nuts  more inc,SUP-04226
"SIAM FRUIT GARDEN CO., LTD",,Thailand,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,siam fruit garden co ltd,SUP-03799
Voicevale Tarım Ürünleri İç ve Dış Tic. A.Ş.,,Turkey,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,voicevale tarm rnleri i ve d tic a,SUP-04461
Terrafertil Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,terrafertil ltd,SUP-04095
Voicevale Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,voicevale ltd,SUP-04460
The Food Source International Inc.,,USA,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,the food source international inc,SUP-04153
Universal Raw Ingredients,,USA,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,universal raw ingredients,SUP-04293
"Inno Foods, Inc.",,Canada,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,inno foods inc,SUP-02047
Taste of Nature Foods Inc.,,Canada,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,taste of nature foods inc,SUP-04075
Emco spol s r o (Gluten-Free),,Czech Republic,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,emco spol s r o glutenfree,SUP-01331
Rau Chocolate & Cereals Inhaber Christopher Rau,,Germany,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,rau chocolate  cereals inhaber christopher rau,SUP-03419
Biopont Kft,,Hungary,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,biopont kft,SUP-00738
Lionheart Farms Philippines Corporation,,Philippines,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Mango,,,,,,lionheart farms philippines corporation,SUP-02478
PEYMAN KURUYEMİŞ GIDA AKTARİYE KİMYEVİ MADDELER TARIM ÜRÜNLERİ SAN. VE TİC. A.Ş.,,Turkey,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,peyman kuruyemi gida aktariye kimyevi maddeler tarim rnleri san ve tic a,SUP-03179
Detpak Packaging Philippines Inc.,,Philippines,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Mango,,,,,,detpak packaging philippines inc,SUP-01172
"EPL Propack Philippines, Inc.",,Philippines,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Mango,,,,,,epl propack philippines inc,SUP-01350
Fortune Packaging Corporation,,Philippines,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Mango,,,,,,fortune packaging corporation,SUP-01504
Glades International Corporation,,Philippines,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Mango,,,,,,glades international corporation,SUP-01635
KOU FU COLOR PRINTING CORPORATION,,Philippines,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Mango,,,,,,kou fu color printing corporation,SUP-02370
MAJESTIC PACKAGING PRODUCTS CORP,,Philippines,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Mango,,,,,,majestic packaging products corp,SUP-02565
"Vending Nut Company, Inc.",,USA,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,vending nut company inc,SUP-04364
EGIDIO GALBANI S.r.l.,,Italy,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,egidio galbani srl,SUP-01299
Harry Goesten VOF,,Netherlands,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,harry goesten vof,SUP-01854
Holland Diervoeders B.V.,,Netherlands,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,holland diervoeders bv,SUP-01917
Rabelink Logistics BV & Co. KG,,Netherlands,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,rabelink logistics bv  co kg,SUP-03386
Jentec Storage Inc.,,Philippines,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Mango,,,,,,jentec storage inc,SUP-02136
Minor Weir & Willis Limited - St Helens,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,minor weir  willis limited  st helens,SUP-02703
"Minor, Weir & Willis Limited – Peterborough Depot",,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,minor weir  willis limited  peterborough depot,SUP-02702
Frederic Smart and Son Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,,,,23-24_Agent & Distributor list,2024,Active,,Dried Fruits,,,,,,frederic smart and son ltd,SUP-01512
ARBUMASA S.A.,,Argentina,info@arbumasa.com,https://www.arbumasa.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"SHRIMP HEAD-ON, SHRIMP HEAD-OFF",54 297 487 2024,,,,,arbumasa sa,SUP-00465
Comercial Inal 2005 S.A.,,Argentina,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,comercial inal 2005 sa,SUP-01031
Greciamar S.A.,,Argentina,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,greciamar sa,SUP-01725
La Escalerona S.A.,,Argentina,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,la escalerona sa,SUP-02401
ACI Agrolink Limited,,Bangladesh,not available,https://www.aciagribusinesses.com/index.php,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Fertilizer, Seed",02-8878603,,,,,aci agrolink limited,SUP-00078
Alpha Accessories & Agro Export LTD.,,Bangladesh,,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,Printing & Packaging,,,,,,alpha accessories  agro export ltd,SUP-00334
Apex Foods Limited,,Bangladesh,apex@apexfoods.com,https://www.apexfoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,Not available,88-02-222283358,,,,,apex foods limited,SUP-00439
Apollo Sea Foods Limited,,Bangladesh,email Id not available,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,frozen fish,(880) 041724820,,,,,apollo sea foods limited,SUP-00446
ARK Sea Foods Limited,,Bangladesh,"info@arkseafoods.com, arkfish@colbd.com",https://arkseafoods.com/index.php,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Black Tiger Head On Semi I.Q.F Shrimps
Black Tiger Head On Body Peel Semi I.Q.F Shrimps
Black Tiger Head Less Shall On Block Frozen Shrimps",88-031-751588,,,,,ark sea foods limited,SUP-00477
Bagerhat Seafood Industries Limited,,Bangladesh,email Id not available,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Black tiger,Fresh Water, White Fish,
 Frozen soft shell crab",880 1711-217975,,,,,bagerhat seafood industries limited,SUP-00604
BD SEAFOOD LIMITED,,Bangladesh,info@bdseafood.net,http://bdseafood.com.bd/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Freshwater (Galda) Head-On (with claw)
Freshwater Headless Shell-On
Freshwater Headless Shell On Easy Peel, 
Seawater Shrimp (Harina) Metapenaeus monoceros",88 031-2770974,,,,,bd seafood limited,SUP-00654
Bionic Sea Foods Export Ltd,,Bangladesh,bionic@khulnanet.net,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,category not available,(880) (41) 721045,,,,,bionic sea foods export ltd,SUP-00737
Bright Seafood Limited,,Bangladesh,info@brightseafoodltd.com,https://www.brightseafoodltd.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"BLACK TIGER SHRIMPS, FRESH WATER PRAWN","88-02477721774, 88-02477722221,
 88-0244111268, 88-477730478",,,,,bright seafood limited,SUP-00819
Chalna Marine Products Limited,,Bangladesh,email Id not available,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Black Tiger Shrimps, Fresh Water, Gray Harina, 
Ocean Tiger, Ocean White.",Contact Person: Mr. Raihan  (Director),,,,,chalna marine products limited,SUP-00930
CRIMSON ROSELLA SEAFOOD LTD.,,Bangladesh,email Id not available,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Shrimp Shrimp-Asian Scampi Aquaculture
/Farm-Raised Shrimp-Warm Water",88041730150,,,,,crimson rosella seafood ltd,SUP-01088
Fahim Seafood Processing & Farming Limited,,Bangladesh,mahasan@fahimseafood.com,http://www.fahimseafoodbd.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Black tiger Shrimps, Fresh Water Shrimps, Harina Shrimp,Cat Tiger Shrimps",88 (017) 140-83838,,,,,fahim seafood processing  farming limited,SUP-01410
Gemini Sea Food Limited,,Bangladesh,gemini@gemcongroup.com,http://www.geminiseafood.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Black Tiger
Fresh Water
Harina Shrimp
Cat Tiger
Chaka
Fish",88-02-41020596-602,,,,,gemini sea food limited,SUP-01609
Glacies Food Limited,,Bangladesh,email not available,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,not available,,,,,glacies food limited,SUP-01634
HABIB FROZEN FOODS LIMITED,,Bangladesh,habib.frozen.jabusha@gmail.com,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Crustaceans, fresh, chilled or frozen","0088-02477-725119
01713-411333 (MD)",,,,,habib frozen foods limited,SUP-01801
International Shrimp Export (Pvt.) Ltd.,,Bangladesh,email not available,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,not available,not available,,,,,international shrimp export pvt ltd,SUP-02064
Jahanabad Sea Foods Ltd.,,Bangladesh,info@seagoldbd.com,https://seagoldbd.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Squid Whole (800g nw, 1kg block)
Squid Full clean (800g nw, 1kg block
Squid Tube (20% glazing, IQF
Squid Ring (20% glazing, IQF)",8801975527672,,,,,jahanabad sea foods ltd,SUP-02111
Khulna Frozen Foods Export Limited,,Bangladesh,kffenew@gmail.com,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"frozen shrimps, white shrimps",88041725659,,,,,khulna frozen foods export limited,SUP-02314
Mashud Fish Processing and Ice Complex (Unit 2),,Bangladesh,info@mashudgroup.com,https://mashudgroup.com/mashud-fish-processing/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"white fish. sea fish, shrimps","880 31 633556, 2856021, 2856035",,,,,mashud fish processing and ice complex unit 2,SUP-02615
Modern Seafood Industries Limited,,Bangladesh,info@modernseafoodltd.com,https://www.modernseafoodltd.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"BLACK TIGER SHRIMPS, FRESH WATER PRAWN",88-02477721774,,,,,modern seafood industries limited,SUP-02720
MU Seafoods Limited,,Bangladesh,admin@museafoods.com,https://museafood.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"black tiger, fresh water scampi, vannamei",02477-765876,,,,,mu seafoods limited,SUP-02801
National Seafood Ind. Ltd.,,Bangladesh,email not available,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"squid, prawns, crabs",not available,,,,,national seafood ind ltd,SUP-02866
Priam Fish Export Limited,,Bangladesh,email not available,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,shrimp,not available,,,,,priam fish export limited,SUP-03266
PRIMUS FROZEN FOODS LIMITED,,Bangladesh,,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,primus frozen foods limited,SUP-03273
Rosemco Foods Limited,,Bangladesh,info@eurofoods-bd.com,https://eurofoods-bd.com/rosemco,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimp, fish seafood, frozen food",880248955205,,,,,rosemco foods limited,SUP-03494
Salam Seafoods Limited - Khulna,,Bangladesh,zaman.salamseafood@gmail.com,https://www.salamseafoodbd.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,Shrimps | White Fish | Snacks,88 01912-011125,,,,,salam seafoods limited  khulna,SUP-03568
Sea Fresh Limited,,Bangladesh,sales@freshgroup-bd.com,https://seafreshltd.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,shrimp,880-1711217028,,,,,sea fresh limited,SUP-03640
Seamark (BD) Ltd.,,Bangladesh,info@seamarkbd.com,https://www.seamarkbd.net/seamark-bd-ltd/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimp, fish,",88 0 31 752300,,,,,seamark bd ltd,SUP-03645
Shahnewaz Sea Foods Pvt. Ltd.,,Bangladesh,,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,shahnewaz sea foods pvt ltd,SUP-03690
Sobi Fish Processing Industries Ltd,,Bangladesh,"info@sobibrand.com, sobifishkln@gmail.com",https://sobibrand.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"""Black Tiger
 
King Prawn""",8802477726367,,,,,sobi fish processing industries ltd,SUP-03851
Southern Foods Limited - Khulna,,Bangladesh,"ideal@btcl.net.bd

                                                                  lfpcl@khulna.bangla.net",https://southernfoodsltd.page.tl/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,IDEAL” & “KING”,88041722347/720318/722697,,,,,southern foods limited  khulna,SUP-03894
Trust Sea Food Industries Ltd.,,Bangladesh,,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,trust sea food industries ltd,SUP-04256
Ribex Trading Ltd,,Bulgaria,,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,ribex trading ltd,SUP-03449
"Eastern Quebec Seafood – Matane, QC",,Canada,,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,eastern quebec seafood  matane qc,SUP-01275
GEOMAR SPA,,Chile,,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,geomar spa,SUP-01621
"DaLian Hualong Food Co., Ltd.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,dalian hualong food co ltd,SUP-01116
"Dongshan Dongsheng Food Co., Ltd.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,dongshan dongsheng food co ltd,SUP-01229
"FUJIAN CHAOHUA FOOD CO.,LTD",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,fujian chaohua food coltd,SUP-01562
"Fujian Dongshan County Shunyuan Aquatic Product Co.,Ltd.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,fujian dongshan county shunyuan aquatic product coltd,SUP-01563
"RONGCHENG CITY DUBAILI FOOD TECHNOLOGY CO.,LTD",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,rongcheng city dubaili food technology coltd,SUP-03489
"Shanghai Haiyan Food Co., Ltd",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,shanghai haiyan food co ltd,SUP-03727
"Shantou Haimao Foodstuffs Factory Co., Ltd",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,shantou haimao foodstuffs factory co ltd,SUP-03735
Shantou Ocean Best Seafood Corporation,,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,shantou ocean best seafood corporation,SUP-03736
"Taizhou Lianheng Food Co., Ltd.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,taizhou lianheng food co ltd,SUP-04058
"Zhangzhou Haizhou Aquatic Product Co.,Ltd.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,zhangzhou haizhou aquatic product coltd,SUP-04617
"ZHANGZHOU HELISHENG FREEZING FOOD CO.,LTD",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,zhangzhou helisheng freezing food coltd,SUP-04618
"Zhejiang Funday Food Co., Ltd.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,zhejiang funday food co ltd,SUP-04628
"ZHOUSHAN CENTRAL PROSPER CO.,LTD.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,zhoushan central prosper coltd,SUP-04648
"ZHOUSHAN DONGYU FOODS CO.,LTD.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,zhoushan dongyu foods coltd,SUP-04649
"ZHOUSHAN FUXIN SEAFOOD CO.,LTD",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,zhoushan fuxin seafood coltd,SUP-04650
"ZHOUSHAN LONGXIN FISHERIES CO.,LTD.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,zhoushan longxin fisheries coltd,SUP-04651
"ZHOUSHAN NEW ZHOUFENG FOODS CO.,LTD.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,zhoushan new zhoufeng foods coltd,SUP-04652
"ZHOUSHAN PINSKEY FOOD CO.,LTD.",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,zhoushan pinskey food coltd,SUP-04653
"Zhoushan Tianjia Aquatic Co.,Ltd",,China,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,zhoushan tianjia aquatic coltd,SUP-04654
Company Name,,Country,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,company name,SUP-01042
PROCESADORA Y EXPORTADORA DE CAMARON PROCAMARONEX,,Ecuador,,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,procesadora y exportadora de camaron procamaronex,SUP-03282
EXPORTQUILSA & PRODUCTORES ASOCIADOS S.A.,,Ecuador,sales@exportquilsa.com,https://exportquilsa.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"BLOCK FROZEN
BRINE IQF, IQF",593 4 5010007,,,,,exportquilsa  productores asociados sa,SUP-01406
GRUPO DEGFER CIA. LTDA.,,Ecuador,info@degfer.com.ec,https://www.degfer.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,shrimp,593-5370-1725,,,,,grupo degfer cia ltda,SUP-01757
INDUSTRIAL PESQUERA SANTA PRISCILA S.A._Yaguachi,,Ecuador,,website not avilable,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,industrial pesquera santa priscila sayaguachi,SUP-02040
Industrial Pesquera Santa Priscila S.A. (J.T.M),,Ecuador,bacosta@santa-priscila.com,https://www.santa-priscila-admin.com/en/index_en.php,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimp, scales",593 985 009 510,,,,,industrial pesquera santa priscila sa jtm,SUP-02039
PRODUCTOS PERECIBLES Y MARISCOS PROPEMAR S. A,,Ecuador,info@propemar.com.ec,https://www.propemar.com.ec/en/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,shrimp,593 5-231-8588,,,,,productos perecibles y mariscos propemar s a,SUP-03290
GELDELIS SA - TORCE,,France,not available,https://www.geldelis.fr/en/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,02 99 49 58 58,,,,,geldelis sa  torce,SUP-01605
K. LAGAKIS & SIA OE,,Greece,info@lagakisfrozen.gr,https://lagakisfrozen.gr/en/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Anchovy, Wiper, Parrotfish, Grouper, Swordfish",210.4817564 - 210.4832750,,,,,k lagakis  sia oe,SUP-02229
Empacadora de Productos Acuaticos San Lorenzo,,Honduras,not available,https://www.granjasmarinas.com/site/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Raw Head On Shrimp, Headless Shell On",504 3166-7157,,,,,empacadora de productos acuaticos san lorenzo,SUP-01336
Service and Trading Business S.A. de C.V,,Honduras,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,service and trading business sa de cv,SUP-03670
PROTECH ORGANO FOODS PVT.LTD,,India,docs@protechorgano.com,https://protechorgano.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimps,Cephalopods and fishes, 
Block frozen, Blast frozen",9846066567,,,,,protech organo foods pvtltd,SUP-03302
"VKM FOODS PRIVATE LIMITED, Taloja",,India,info@vkmfoods.com,https://vkmfoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Shrimps, cephalopods",91 22-27610069,,,,,vkm foods private limited taloja,SUP-04454
A M Fisheries,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,a m fisheries,SUP-00029
Abad Overseas Pvt Ltd,,India,supershrimp@abad.in,https://abadsupershrimp.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,freshly frozen Seafood,914844104000,,,,,abad overseas pvt ltd,SUP-00052
ACCELERATED FREEZE DRYING COMPANY LIMITED (UNIT 2),,India,afdcsales@amalgamfoods.in,https://amalgamfoods.com/afdc/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,frozen seafood,(91) 484 266 8680,,,,,accelerated freeze drying company limited unit 2,SUP-00065
Accelerated Freeze Drying Company Ltd.,,India,afdcsales@amalgamfoods.in,https://amalgamfoods.com/afdc/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,frozen seafood,(91) 484 266 8680,,,,,accelerated freeze drying company ltd,SUP-00068
