Date,Task,Company,Priority,Owner,Status,Deadline,Notes
8/13/2025,Find out Notto Head and send email to them 10:30 - 11:40,EEC,Urgent,Mohita Vadrevu,Completed,,
8/13/2025,Vifon contract to be sent,EEC,Urgent,Mohita Vadrevu,Completed,,
8/13/2025,Vinarice draft email made - for max,EEC,Urgent,Mohita Vadrevu,Completed,,
8/13/2025,Find out social media tags for the page,EEC,Urgent,Mohita Vadrevu,Completed,,
8/13/2025,Social media team meeting 3:00 - 3:30 pm,EEC,Urgent,Mohita Vadrevu,Completed,,
8/13/2025,Task tracker email sheet update,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,coordination with Lina for Vifon samples,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,Contract sent Vifon,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,CG Foods docs saved in drive,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,"Faizal group -latest update, updated in the supplier and buyer sheet",EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,Follow up email to Camie and coordination on whatsapp,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,Call with Anand traders,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,Anuga registration,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,"YangZhangGui Food Technology (Henan) Co., Ltd, instant Noodle supplier details updated in the supplier & buyer sheet .",EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,Follow up with Aarneea,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,Follow up with Kemet Farm,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,Email draft for Asad,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,Follow up with Sunrise,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,Biscuits suppliers updated in the commodity supplier list -- total 13,EEC,Urgent,Vandana,Completed,8/13/2025,
8/13/2025,email draft for Vifon and sent revised contract,EEC,Urgent,Vandana,Completed,8/13/2025,
8/14/2025,Weekly Report,EEC,Urgent,Mohita Vadrevu,Completed,,
8/14/2025,Reminder sent to Akshay about tds,Fresh Food Company,Urgent,Mohita Vadrevu,Completed,,
8/14/2025,Luis electricity bill sent to Broker,EEC,Urgent,Mohita Vadrevu,Completed,,
8/14/2025,Call with shirali 11:40 - 1:40,EEC,Urgent,Mohita Vadrevu,Completed,,
8/14/2025,Task tracker email sheet update,EEC,Urgent,Vandana,Completed,8/14/2025,
8/14/2025,Anand trader signed contract checking nd saved in drive,EEC,Urgent,Vandana,Completed,8/14/2025,
8/14/2025,Anand trader information update in the checklist,EEC,Urgent,Vandana,Completed,8/14/2025,
8/14/2025,Updated Anand trader profile in the database for signed contract supplier,EEC,Urgent,Vandana,Completed,8/14/2025,
8/14/2025,supplier and buyer sheet updated for weekly report,EEC,Urgent,Vandana,Completed,8/14/2025,
8/14/2025,FRUTAS EXOTICAS DEL PACIFICO FRUTAPAC S.A. all docs saved in drive after checking,EEC,Urgent,Vandana,Completed,8/14/2025,
8/14/2025,New supplier sourcing - Shrimp - pull out supplier data from ASC website -- total 90- India country,EEC,Urgent,Vandana,Completed,8/14/2025,
8/14/2025,Checked Shrimp suppliers website total 90,EEC,Urgent,Vandana,Completed,8/14/2025,
8/14/2025,Checked supplier thru old data and pulled out supplier information from their website and added it to the commodity sheet -- total 32,EEC,Urgent,Vandana,Completed,8/14/2025,
8/18/2025,Send reminder to Joshi about deposit,Fresh Food Company,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,Send reminder to Akshay about TDS,Fresh Food Company,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,Call Notto team,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,send reminder email to Notto team,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,make Dr. Ranade's video for Skind,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,Send reminder email to J and K for the Norma addendums,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,send reminder to Luis building broker for electricity bills,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,Make contract for Frutas Para La Exportación Del Pacifico,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,Make Privam nuts catalog for Norma,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,Make veera catalog for Norma,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,send privam nuts and veera to J and K,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,send anand trader info to J and k,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,Check Madan's buyer list,EEC,Urgent,Mohita Vadrevu,Completed,,
8/18/2025,Task tracker email sheet update,EEC,Urgent,Vandana,Completed,8/18/2025,
8/18/2025,Checklist for FRUTAS PARA LA EXPORTACIÓN DEL PACIFICO,EEC,Urgent,Vandana,Completed,8/18/2025,
8/18/2025,coordination with Lina for vifon sign contract,EEC,Urgent,Vandana,Completed,8/18/2025,
8/18/2025,Coordination with Marco,EEC,Urgent,Vandana,Completed,8/18/2025,
8/18/2025,New supplier sourcing - Shrimp - pull out supplier data from ASC website -- for Ecuador country -- total 30,EEC,Urgent,Vandana,Completed,8/18/2025,
8/18/2025,Checked supplier thru old data and pulled out supplier information from their website and added it to the commodity sheet -- total 18,EEC,Urgent,Vandana,Completed,8/18/2025,
8/18/2025,email reply to sms knit,EEC,Urgent,Vandana,Completed,8/18/2025,
8/18/2025,email reply to Veera home tex,EEC,Urgent,Vandana,Completed,8/18/2025,
8/19/2025,Sent email to J and k for Shrimp,EEC,Urgent,Mohita Vadrevu,Completed,,
8/19/2025,Sent email to J and K for Catalog feedback,EEC,Urgent,Mohita Vadrevu,Completed,,
8/19/2025,Sent email to J and K for Buyer details for bags,EEC,Urgent,Mohita Vadrevu,Completed,,
8/19/2025,Pulled out all Product enquiry data from jan 2025,EEC,Urgent,Mohita Vadrevu,Completed,,
8/19/2025,Reminder sent to Akshay about tds,EEC,Urgent,Mohita Vadrevu,Completed,,
8/19/2025,Task tracker email sheet update,EEC,Urgent,Vandana,Completed,8/19/2025,
8/19/2025,Checking shrimp information,EEC,Urgent,Vandana,Completed,8/19/2025,
8/19/2025,coordination with team on group,EEC,Urgent,Vandana,Completed,8/19/2025,
8/19/2025,cooridnation with Lina,EEC,Urgent,Vandana,Completed,8/19/2025,
8/19/2025,Email reply to SMS knit,EEC,Urgent,Vandana,Completed,8/19/2025,
8/19/2025,Email reply to Veera home tex,EEC,Urgent,Vandana,Completed,8/19/2025,
8/19/2025,Email reply to Nission,EEC,Urgent,Vandana,Completed,8/19/2025,
8/19/2025,Email reply to FRUTAS PARA LA EXPORTACIÓN DEL PACIFICO  ,EEC,Urgent,Vandana,Completed,8/19/2025,
8/19/2025,Veera bag presentation and catalouge saved in drive,EEC,Urgent,Vandana,Completed,8/19/2025,
8/19/2025,Email reply pending - shrimp -Cofimar S.A.,EEC,Urgent,Vandana,Not started,8/19/2025,awaiting Kevin reply
8/19/2025,Email reply pending PROMARISCO SA,EEC,Urgent,Vandana,Not started,8/19/2025,awaiting Kevin reply
8/19/2025,New supplier sourcing -Dried fruits - pull out supplier data from their website and added in the intro email sheet -- total 15,EEC,Urgent,Vandana,Completed,8/19/2025,
8/19/2025,"Pulled out shrimp China supplier data from ASC website, checking is pending",EEC,Urgent,Vandana,In progress,8/19/2025,
8/20/2025,Messaged J and Kfor shrimp details,EEC,Urgent,Mohita Vadrevu,Completed,,
8/20/2025,Made 10 Videos for Skin'd - Dr. Ranade's,EEC,Urgent,Mohita Vadrevu,Completed,,
8/20/2025,Called up Notto - asked me to call tomorrow,EEC,Urgent,Mohita Vadrevu,Completed,,
8/20/2025,Make visiting card,EEC,Urgent,Mohita Vadrevu,Completed,,
8/20/2025,Task tracker email sheet update,EEC,Urgent,Vandana,Completed,,
8/20/2025,Contract sent to FRUTAS PARA LA EXPORTACIÓN DEL PACIFICO  ,EEC,Urgent,Vandana,Completed,,
8/20/2025,"Cofimar S.A.catalogue saved in drive, Shrimp",EEC,Urgent,Vandana,Completed,,
8/20/2025,"Email reply to Cofimar S.A, Shrimp",EEC,Urgent,Vandana,Completed,,
8/20/2025,"Checklist of Cofimar S.A, Shrimp",EEC,Urgent,Vandana,Completed,,
8/20/2025,"Cofimar S.A, Shrimp updated supplier details in the supplier and buyer sheet",EEC,Urgent,Vandana,Completed,,
8/20/2025,"Checklist of MARISCOS DEL ECUADOR MARECUADOR CIA LTDA, Shrimp",EEC,Urgent,Vandana,Completed,,
8/20/2025,"MARISCOS DEL ECUADOR MARECUADOR CIA LTDA, Certification saved in drive , Shrimp",EEC,Urgent,Vandana,Completed,,
8/20/2025,Email reply to MARISCOS DEL ECUADOR MARECUADOR CIA LTDA,EEC,Urgent,Vandana,Completed,,
8/20/2025,"MARISCOS DEL ECUADOR MARECUADOR CIA LTDA, updated supplier details in the supplier and buyer sheet",EEC,Urgent,Vandana,Completed,,
8/20/2025,Email reply to Promarisco S.A.,EEC,Urgent,Vandana,Completed,,
8/20/2025,Checked existing checklist for Promarisco S.A.,EEC,Urgent,Vandana,Completed,,
8/20/2025,"Promarisco S.A., updated supplier details in the supplier and buyer sheet",EEC,Urgent,Vandana,Completed,,
8/20/2025,Follow up with Lina,EEC,Urgent,Vandana,Completed,,
8/20/2025,"Follow up email to Nission, Instant noodles",EEC,Urgent,Vandana,Completed,,
8/20/2025,"NISSIN FOODS, iNSTANT NOODLES, updated in the supplier and buyer sheet",EEC,Urgent,Vandana,Completed,,
8/20/2025,Checklist of Nission Foods,EEC,Urgent,Vandana,Completed,,
8/20/2025,"FRUTAS PARA LA EXPORTACIÓN DEL PACIFICO, updated in the supplier and bueyr sheet",EEC,Urgent,Vandana,Completed,,
8/20/2025,Veera Baby proudct catalouge saved in drive,EEC,Urgent,Vandana,Completed,,
8/20/2025,email reply to Veera home tex for baby product,EEC,Urgent,Vandana,Completed,,
8/20/2025,saved all certifications of Veera in drive,EEC,Urgent,Vandana,Completed,,
8/20/2025,Email reply to Veera for certification and bag production capacity,EEC,Urgent,Vandana,Completed,,
8/20/2025,coordination with Vifon,EEC,Urgent,Vandana,Completed,,
8/20/2025,"Promarisco S.A, docs saved in drive, specs, catalog, certification",EEC,Urgent,Vandana,Completed,,
8/20/2025,Email reply to Promarisco S.A,EEC,Urgent,Vandana,Completed,,
8/20/2025,Uupdated information in the supplier and buyer sheet,EEC,Urgent,Vandana,Completed,,
8/20/2025,"Email reply to YangZhangGui Food Technology（Henan）Co., Ltd, Instant Noodle",EEC,Urgent,Vandana,Completed,,
8/20/2025,Ahmed mill today's email updated in the supplier & buyer sheet,EEC,Urgent,Vandana,Completed,,
8/20/2025,Checked all the categories for follow-up email pending and coordinate with Madan,EEC,Urgent,Vandana,Completed,,
8/20/2025,Updated commodity supplier sheet with replied received,EEC,Urgent,Vandana,Completed,,
8/20/2025,Updated email tracking sheet,EEC,Urgent,Vandana,Completed,,
8/21/2025,Speak to Rahul about Akshay's TDS,Fresh Food Company,Urgent,Mohita Vadrevu,Completed,,
8/21/2025,ask Akshay about 25 -266 TDS,Fresh Food Company,Urgent,Mohita Vadrevu,Completed,,
8/21/2025,Send reminder to Joshi about deposit,Fresh Food Company,Urgent,Mohita Vadrevu,Completed,,
8/21/2025,Send Chethan reminder about deposit,Fresh Food Company,Urgent,Mohita Vadrevu,Completed,,
8/21/2025,Speak to Shwetha from Notto,Skin'd,Urgent,Mohita Vadrevu,Completed,,
8/21/2025,Speak To Dr. Prema from Notto,Skin'd,Urgent,Mohita Vadrevu,Completed,,
8/21/2025,Adjust testimonials from National Burns center,Skin'd,Urgent,Mohita Vadrevu,Completed,,
8/21/2025,Make follow up draft for Max,EEC,Urgent,Mohita Vadrevu,Completed,,
8/21/2025,Make draft for Johannes,EEC,Urgent,Mohita Vadrevu,Completed,,
8/21/2025,Co-ordinate with Madan for Email replies to be sent out properly,EEC,Urgent,Mohita Vadrevu,Completed,,
8/21/2025,Anuga Exhibition visit,EEC,Urgent,Vandana,Completed,8/21/2025,
8/22/2025,Post on Linkedin about EA/PA job Role,EEC,Urgent,Mohita Vadrevu,Completed,,
8/22/2025,Post on Naukri about EA/PA job Role,EEC,Urgent,Mohita Vadrevu,Completed,,
8/22/2025,Anuga Visiting cards info pulling,EEC,Urgent,Mohita Vadrevu,Completed,,
8/22/2025,Weekly Report,EEC,Urgent,Mohita Vadrevu,Completed,,
8/22/2025,Checked supplier cards' details and sent emails,EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,"Goldiee, India - Instant Noodles -- supplier will respond asap",EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,"PTMonde Mahkota Biskuit, Indonesia - Biscuit- supplier will respond on Monday",EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,FKS Foods- Indonesia- Instant Noodles-- email bonus back,EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,Excel Rice - Thailand - Thai jasmine rice -- email sent,EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,Bharat Agro Impex- India - Basmati Rice - email sent,EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,Bansal FineFoods Private Limited - India- Basmati rice - email sent,EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,"Thongpoon Food- Thailand, Dried fruits - email sent",EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,GCF International - Thailand -Dried fruits-- email sent,EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,Thaipreeda Group- Thailand- Souces -- email sent,EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,"Deliking Food, Thailand - fruits jelly - email sent",EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,"TC Pharmaceutical - Thailand, Energy drinks, and fruits juice - email sent",EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,Coordination with Goldiee for correct email id,EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,Coordination with Madan for wrong email sent,EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,Coordination with Madan for weekly report editing,EEC,Urgent,Vandana,Completed,8/22/2025,
8/22/2025,Meeting with Ma'am and Madan for weekly report,EEC,Urgent,Vandana,Completed,8/22/2025,
8/25/2025,Fwd vifon email to J and K,EEC,Urgent,Mohita Vadrevu,Completed,,
8/25/2025,Fwd electricity bill and details to Joshi and Chetan,EEC,Urgent,Mohita Vadrevu,Completed,,
8/25/2025,Visitng card info,EEC,Urgent,Mohita Vadrevu,Completed,,
8/25/2025,Skin'd digital portfolio,EEC,Urgent,Mohita Vadrevu,Completed,,
8/25/2025,,,,,,,
8/25/2025,Task tracker email sheet update since 21.8.25,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Updated other work 21.8.25 & 22.8.25,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Follow up with Goldiee for email reply,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,email sent to corpoate secretary with FKS Foods-Instant Noodles for email reply,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Follow up with Shubham,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Checking email which was sent wrongly by Madan,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Kemet message for meeting,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,"FRUTAS PARA LA EXPORTACIÓN DEL PACIFICO,follow up email",EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Cofimar S.A.- Follow up email sent,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Promarisco S.A.-- Follow up email sent,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,MARISCOS DEL ECUADOR MARECUADOR CIA LTDA - Follow up email sent,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,"YangZhangGui Food Technology (Henan) Co., Ltd. - follow up email sent",EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,NISSIN FOODS - follow up email sent,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,"Call with NISSIN FOODS,",EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,coordiante in whatsapp with nissin food,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,updated Goldiee in supplier and buyer sheet,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Updated FKS FOODS in the suppleir and buyer sheet,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Updated PTMonde Mahkota Biskuit in the supplier and buyer sheet,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Excel Rice updated in the supplier aand buyer sheet,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Bharat Agro Impex- updated in the supplier aand buyer sheet,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Bansal FineFoods Private Limited -updated in the supplier aand buyer sheet,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Thongpoon Food-updated in the supplier aand buyer sheet,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,GCF International -updated in the supplier aand buyer sheet,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Thaipreeda Group- updated in the supplier aand buyer sheet,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,"Deliking Food, updated in the supplier aand buyer sheet",EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,TC Pharmaceutical - updated in the supplier aand buyer sheet,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Contract sent to Nissin,EEC,Urgent,Vandana,Completed,8/25/2025,
8/25/2025,Anuga rest of supplier email sending -- 24 intro email sent,EEC,Urgent,Vandana,Completed,8/25/2025,
8/26/2025,Meeting with shirali from 9: 20 am to 10:30 am for Health minister meeting,Skin'd,Urgent,Mohita Vadrevu,Completed,8/26/2025,
8/26/2025,Digital Portfolio making,Skin'd,Urgent,Mohita Vadrevu,Completed,8/26/2025,
8/26/2025,Fwd cookie - FSSC 22000 to Kevin,EEC,Urgent,Mohita Vadrevu,Completed,8/26/2025,
8/26/2025,Fwd dried fruit - FSSC 22000 to Kevin,EEC,Urgent,Mohita Vadrevu,Completed,8/26/2025,
8/26/2025,Fwd Cooking sauces FSSC 22000 to J and K,EEC,Urgent,Mohita Vadrevu,Completed,8/26/2025,
8/26/2025,Fwd Fructas company Information to J and K,EEC,Urgent,Mohita Vadrevu,Completed,8/26/2025,
8/26/2025,Prepared brochure with company Information for J and K,EEC,Urgent,Mohita Vadrevu,Completed,8/26/2025,
8/26/2025,Task tracker email sheet update,EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,Email reply to Jose,EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,Jose signed contract saved in drive,EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,Email reply to Carrie,EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,Email reply to Goldiee,EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,Email reply to PT. Monde Mahkota Biskuit,EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,"Email reply to dried fruits supplier Entegre, dried fruits",EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,"Email reply to Thai preeda, souces supplier",EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,Checklist of PT. Monde Mahkota Biskuit,EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,Docs saved in drive of PT. Monde Mahkota Biskuit,EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,"Checklist of Thaipreeda Trading Co., Ltd.",EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,"Docs saved in drive Thaipreeda Trading Co., Ltd.",EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,"Checked and downloaded certification and product catalogue from website- Entegre, dried fruits",EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,"doccs saved in drive-- Entegre, dried fruits",EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,"Email reply to Entegre, dried fruits",EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,coordination with B&B for Hospital catalouge,EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,coordination with Veera for Hospital catalouge,EEC,Urgent,Vandana,Completed,8/26/2025,
8/26/2025,Introduction email sent to Biscuit supplirs - 11,EEC,Urgent,Vandana,Completed,8/26/2025,
8/28/2025,listed all Anuga suppliers in anuga sheet,EEC,Urgent,Mohita Vadrevu,Completed,,
8/28/2025,Weekly report updated,EEC,Urgent,Mohita Vadrevu,Completed,,
8/28/2025,interview with candidate,EEC,Urgent,Mohita Vadrevu,Completed,,
8/28/2025,Binh tay checklist sent to J and K,EEC,Urgent,Mohita Vadrevu,Completed,,
8/28/2025,Checklist of solo farms (1000 farms) sent to J and K,EEC,Urgent,Mohita Vadrevu,Completed,,
8/28/2025,Edit contract for Marco - add new suppliers,EEC,Urgent,Mohita Vadrevu,Completed,,
8/28/2025,Call with Shirali,EEC,Urgent,Mohita Vadrevu,,,
8/28/2025,Task tracker email sheet update,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Corodination with Lina,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Checked checklist and BRC certificatioin for Binh Tay Food Company,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,make list of missiong information and shared iwth Lina,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,coordinating with Aareena,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,coordinating with Marco,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,coordinating with B&B for hotel catalogue,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,corodinating with Veera for hotel catalogue,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Email reply to Goldiee,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Docs saved in drive of PT. Monde Mahkota Biskuit,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Email reply to PT. Monde Mahkota Biskuit-1,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Contract sent to PT. Monde Mahkota Biskuit,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Email reply to PT. Monde Mahkota Biskuit-2,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,docs saved in drive of Solo Farms,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Checklist for Solo Farms,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,email reply to Solo farms,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,docs saved in drive for ŞİMŞEK BİSKÜVİ VE GIDA SANAYİ AŞ.,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Checklist for ŞİMŞEK BİSKÜVİ VE GIDA SANAYİ AŞ.,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Email reply to ŞİMŞEK BİSKÜVİ VE GIDA SANAYİ AŞ.-1,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Email reply to PT. Monde Mahkota Biskuit-3,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Follow up email to Thaipreeda Group,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Email reply to Thaipreeda Group,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Email reply to ŞİMŞEK BİSKÜVİ VE GIDA SANAYİ AŞ.-2,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,"Email reply to Entegre, dried fruits",EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Updated Binh tay from Lina to the buyer and supplier sheet,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Updated NISSIN FOODS latest update in the buyer and supplier sheet,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Updated CG CORP GLOBAL in the bueyr and supplier sheet,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Shanghai Richfield Group updated in the buyer and supplier sheet,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Entegre Food Inc.Co.updated in the buyer and supplier sheet,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,ŞİMŞEK BİSKÜVİ VE GIDA SANAYİ AŞ.updated in the buyer and supplier sheet,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,1000 Farms updated in the buyer and supplier sheet,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Thaipreeda Group updated in the buyer and supplier sheet,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Updated Binh Tay Food Company information in the checklist,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Team Meeting,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Brc list instant noodles checking and update,EEC,Urgent,Vandana,Completed,8/28/2025,
8/28/2025,Revised contract sent to Marco,EEC,Urgent,Vandana,Completed,8/28/2025,
8/29/2025,Weekly report updated,EEC,Urgent,Mohita Vadrevu,Completed,,
8/29/2025,Binhtay's certification status sent to J and K,EEC,Urgent,Mohita Vadrevu,Completed,,
8/29/2025,Anuga supplier count updated in the weekly report,EEC,Urgent,Mohita Vadrevu,Completed,,
8/29/2025,Coordinate with CA for payment details,EEC,Urgent,Mohita Vadrevu,Completed,,
8/29/2025,Set up interview with Candidate at 3 pm,EEC,Urgent,Mohita Vadrevu,Completed,,
8/29/2025,Task tracker email sheet update,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,Anuga intro email sent --19,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,supplier and buyer status update,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,email sent to Nastana Food,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,Call with Mr Rajesh Nastana food,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,coordination with B&B for catalogue,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,coordination with Lina,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,follow up with Kemet,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,Shubham dhl parcel tracking,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,Email to Avanti,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,Checked last history for Avanti,EEC,Urgent,Vandana,Completed,8/29/2025,
8/29/2025,Checked last History for Omarsa,EEC,Urgent,Vandana,Completed,8/29/2025,
9/18/2025,Updated my Linkedin Profile,,,,,,
9/18/2025,Preparing a list of exhibitions in Pan India,,,,,,
9/18/2025,Sharing Google Drive info with Fahad,,,,,,
9/18/2025,Mail Vikram with Onions and Textile Company queries,,,,,,
9/18/2025,Send contract to PeeEmpro,,,,,,
9/18/2025,Make Vegetable Suppliers Summary,,,,,,
9/18/2025,Make East African Growers Presentation,,,,,,
9/18/2025,Send reminder email to CG Corp(Georges),,,,,,
9/18/2025,pull out tech pack for Apparels,,,,,,
9/18/2025,Enquire Kevin about Shafia food company,,,,,,
9/18/2025,Reply to shafia food company,,,,,,
9/18/2025,Shared a list of potential vendors who provide CRM software along with their contact details and costing,,,,,,
9/18/2025,Shared Introductory mail to various suppliers of Instant Noodles,,,,,,
9/19/2025,Luis Maintenance bills payment,,,,,,
9/19/2025,Weekly report,,,,,,
9/19/2025,Reminder to Monde Biskut,,,,,,
9/19/2025,Reminder to 1000 Farms ( Coconut products),,,,,,
9/19/2025,Look at shrimp suppliers from India - ASC certified Suppliers updated in the sheet,,,,,,
9/19/2025,Make drafts for emails to be sent to shrimp suppliers,,,,,,
9/19/2025,Email sent to Filip for Aarneea Foods LLP,,,,,,
9/19/2025,Email to Dan for Sports Category,,,,,,
