"YEAR-WISE SUPPLIER LOG  |  5,493 RECORDS  |  Full Historical Traceability",,,,,
Supplier ID,Company Name,Year,Status,Source Sheet,Notes
SUP-00084,Actiflex Ltd,2024,Active,23-24_Macadamia Nut jan 25,
SUP-00110,ADPAK INTERNATIONAL LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-00115,Advance Packaging Manufacturers Ltd,2024,Active,23-24_Macadamia Nut jan 25,
SUP-00130,AFRIMAC NUT COMPANY LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-00141,AGL KENYA LIMITED – UNILEVER,2024,Active,23-24_Macadamia Nut jan 25,
SUP-00142,AGL KENYA LIMITED K-SITE,2024,Active,23-24_Macadamia Nut jan 25,
SUP-00573,AVOIL INDUSTRIES LTD,2024,Active,23-24_Macadamia Nut jan 25,
SUP-00639,Batian Nuts Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-00735,Biofarms Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-00774,Bobmil Industries Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01152,Del Monte Kenya Ltd,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01266,East African Growers Fresh Produce – Shalimar Vegetables Packhouse,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01268,East African Sea Food Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01317,Elgon Kenya Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01378,EVEREST ENTERPRISES LIMITED - Nicola Pack House,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01411,Fair Trade Enterprises Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01429,Farmica (EPZ) Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01467,Five Star Manufacturers Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01538,Fruitful Farms Kenya Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01539,Fruitplus Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01613,GENERAL PRINTERS 2021 LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01671,GOLD CROWN FOODS (EPZ) LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01697,Goshen Farm Exporters Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-01738,Greenblade Growers Ltd,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02052,Instaveg Ltd,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02107,Jade Fresh Ltd.,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02137,JF & I Packaging (Kenya) (EPZ) Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02218,JUMBO NUTS LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02278,Keitt Exporters Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02283,Kenya Fresh Produce Exporters Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02284,Kenya Horticultural Exporters (1977) Ltd,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02285,Kenya Horticultural Exporters (1977) Ltd - Nairobi Packhouse,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02414,Lake Treasure Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02461,LIMBUA ENA EPZ LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02586,Manipal International Printing Press Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02919,Ngong Veg (EPZ) Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03057,Olivado Fresh EPZ Ltd,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03061,One Acre Fund,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03104,Packaging Industries Ltd. Unit 03,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03139,Patana Consortium Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03223,Polyflex Industries Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03468,RIVAMNUTS EPZ KENYA LTD,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03335,PURE HARVEST (EPZ) LTD,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03465,Rim Agriculture Services Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03548,SAGANA NUTS LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03612,Sasini Avocado EPZ Ltd,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03613,SASINI FRUITS & NUTS EPZ KENYA LTD,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03691,Shalimar Fresh Limited - Kabuku Pack House,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03824,Skanem Interlabels Nairobi Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03896,Southern Shipping Services Ltd,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03904,Spiceken EPZ Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-03963,STAT PACK INDUSTRIES LTD,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04089,TECHPAK INDUSTRIES LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04098,Tetra Pak Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04154,The Fresh Products EPZ Limited,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04167,THE VILLAGE NUT COMPANY LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04173,Thermopak Ltd.,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04250,TROPICAL MAC EPZ LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04362,VEGPRO (K) LIMITED- JUJA,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04363,Vegpro (K) Limited-Gorge Packhouse,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04371,VERT LTD,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04372,VERTICAL AGRO (EPZ) LTD,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04532,Wondernut International (EPZ) Ltd,2024,Active,23-24_Macadamia Nut jan 25,
SUP-04557,XPRO PACKAGING LIMITED,2024,Active,23-24_Macadamia Nut jan 25,
SUP-02664,Meraki Commodities,2024,Active,23-24_Red lentils Nov24,
SUP-00821,Broadgrain,2024,Active,23-24_Red lentils Nov24,
SUP-00112,ADROIT OVERSEAS,2024,Active,23-24_Red lentils Nov24,
SUP-00094,Adascan Grain Company,2024,Active,23-24_Red lentils Nov24,
SUP-00109,ADM Agri-Industries Company,2024,Active,23-24_Red lentils Nov24,
SUP-00113,Adroit Overseas Enterprises Ltd.,2024,Active,23-24_Red lentils Nov24,
SUP-00249,AGT Food and Ingredients,2024,Active,23-24_Red lentils Nov24,
SUP-00314,All Commodities Trading Ltd,2024,Active,23-24_Red lentils Nov24,
SUP-00566,Avena Foods Ltd.,2024,Active,23-24_Red lentils Nov24,
SUP-00674,Belle Pulses Ltd,2024,Active,23-24_Red lentils Nov24,
SUP-00787,Bonduelle,2024,Active,23-24_Red lentils Nov24,
SUP-00822,Broadgrain Commodities Inc,2024,Active,23-24_Red lentils Nov24,
SUP-00861,Canada Trade Pioneers Inc,2024,Active,23-24_Red lentils Nov24,
SUP-00863,Canadian Grain Inc.,2024,Active,23-24_Red lentils Nov24,
SUP-00883,Cargill Canada,2024,Active,23-24_Red lentils Nov24,
SUP-01027,Columbia Seed Co. Ltd.,2024,Active,23-24_Red lentils Nov24,
SUP-01197,Diefenbaker Spice & Pulse,2024,Active,23-24_Red lentils Nov24,
SUP-01393,Eximcan Canada,2024,Active,23-24_Red lentils Nov24,
SUP-01399,Export Packers Co. Ltd.,2024,Active,23-24_Red lentils Nov24,
SUP-01445,Ferguson Bros of St Thomas Ltd.,2024,Active,23-24_Red lentils Nov24,
SUP-01497,FoodLife Group Inc.,2024,Active,23-24_Red lentils Nov24,
SUP-01641,Global Commodities Traders Inc.,2024,Active,23-24_Red lentils Nov24,
SUP-01644,Global Food and Ingredients Inc.,2024,Active,23-24_Red lentils Nov24,
SUP-01885,"Hensall District Co-operative, Inc.",2024,Active,23-24_Red lentils Nov24,
SUP-02191,JK Milling Canada,2024,Active,23-24_Red lentils Nov24,
SUP-02402,L.A. Grain Ltd.,2024,Active,23-24_Red lentils Nov24,
SUP-02513,Lovingly Made Flour Mills,2024,Active,23-24_Red lentils Nov24,
SUP-02602,Marina Commodities Inc.,2024,Active,23-24_Red lentils Nov24,
SUP-03024,NutriPea,2024,Active,23-24_Red lentils Nov24,
SUP-03134,Parrheim Foods,2024,Active,23-24_Red lentils Nov24,
SUP-03240,Prairie Fava,2024,Active,23-24_Red lentils Nov24,
SUP-03431,Red River Global Ingredients,2024,Active,23-24_Red lentils Nov24,
SUP-03459,Richardson International,2024,Active,23-24_Red lentils Nov24,
SUP-03811,Simpson Seeds Inc.,2024,Active,23-24_Red lentils Nov24,
SUP-04149,The Andersons,2024,Active,23-24_Red lentils Nov24,
SUP-01168,DERVISOGLU,2024,Active,23-24_Red lentils Nov24,
SUP-00499,AS BESIN,2024,Active,23-24_Red lentils Nov24,
SUP-00479,ARMADA FOODS,2024,Active,23-24_Red lentils Nov24,
SUP-03071,ORGANIC FOOD SUPPLIERS,2024,Active,23-24_Red lentils Nov24,
SUP-00116,Aegean Exporters' Associations,2024,Active,23-24_Red lentils Nov24,
SUP-00480,ARMADA GIDA TIC. SAN. A.S.,2024,Active,23-24_Red lentils Nov24,
SUP-00538,ATMEY GIDA ITHALAT VE,2024,Active,23-24_Red lentils Nov24,
SUP-00647,Bay Trade / Bay Aromatic,2024,Active,23-24_Red lentils Nov24,
SUP-00832,Bulus Corap San ve Tic. Ltd. Sti.,2024,Active,23-24_Red lentils Nov24,
SUP-01305,Ekofood Bio Innovation House,2024,Active,23-24_Red lentils Nov24,
SUP-01306,EKOTURKA TEKSTIL TAR.HAYV.TAS.SAN.TIC.A.S,2024,Active,23-24_Red lentils Nov24,
SUP-01320,Elite Naturel Organic,2024,Active,23-24_Red lentils Nov24,
SUP-01356,ERTÜRK ÜZÜM VE TARIM ÜRÜNLERI,2024,Active,23-24_Red lentils Nov24,
SUP-01426,Farmeks Tarim - Berrilys,2024,Active,23-24_Red lentils Nov24,
SUP-01494,FOODAS GIDA SANAYI TICARET ANONIM SIRKETI,2024,Active,23-24_Red lentils Nov24,
SUP-01650,GLOBAL KURUYEMIS,2024,Active,23-24_Red lentils Nov24,
SUP-01667,GOKNUR GIDA MAD. ENERJI IMALAT IHT. IHR. TIC. VE SAN. A.S.,2024,Active,23-24_Red lentils Nov24,
SUP-02080,ISIK TARIM A.S,2024,Active,23-24_Red lentils Nov24,
SUP-02098,IZMIR ORGANIC,2024,Active,23-24_Red lentils Nov24,
SUP-02251,Kareks Import Export and Trading Co ltd.,2024,Active,23-24_Red lentils Nov24,
SUP-02299,Kesebetler Frozen And Dried Fruits,2024,Active,23-24_Red lentils Nov24,
SUP-02395,KURT GURME & BONNY BITE,2024,Active,23-24_Red lentils Nov24,
SUP-02593,MAPEKS ORGANCS,2024,Active,23-24_Red lentils Nov24,
SUP-02675,MEYKON,2024,Active,23-24_Red lentils Nov24,
SUP-02805,MURKA GIDA TAR.UR.SAN. VE TIC. LTD.STI,2024,Active,23-24_Red lentils Nov24,
SUP-02924,NIBAS ORGANIK TARIM GIDA,2024,Active,23-24_Red lentils Nov24,
SUP-02944,NIMEKS ORGANICS,2024,Active,23-24_Red lentils Nov24,
SUP-02945,NIMS FOOD,2024,Active,23-24_Red lentils Nov24,
SUP-03088,Osman Akca,2024,Active,23-24_Red lentils Nov24,
SUP-03097,Oxigen Analyze Laboratories,2024,Active,23-24_Red lentils Nov24,
SUP-03111,Pagmat Gida A.S.,2024,Active,23-24_Red lentils Nov24,
SUP-03197,Pirlanta Bakliyat,2024,Active,23-24_Red lentils Nov24,
SUP-03586,SANEKS INC.,2024,Active,23-24_Red lentils Nov24,
SUP-03664,SENOCAK HAZELNUT,2024,Active,23-24_Red lentils Nov24,
SUP-03679,SEYRANI AGRO GIDA SANAYI DIS TIC LTD STI,2024,Active,23-24_Red lentils Nov24,
SUP-03845,SN Group,2024,Active,23-24_Red lentils Nov24,
SUP-03993,Sunny Fruit,2024,Active,23-24_Red lentils Nov24,
SUP-04262,TUNAY GIDA SANAYI VE TICARET A.S.,2024,Active,23-24_Red lentils Nov24,
SUP-04311,Uzay Kimya San ve Tic,2024,Active,23-24_Red lentils Nov24,
SUP-00821,Broadgrain,2024,Active,23-24_Green Lentils Dec 24,
SUP-00094,Adascan Grain Company,2024,Active,23-24_Green Lentils Dec 24,
SUP-00109,ADM Agri-Industries Company,2024,Active,23-24_Green Lentils Dec 24,
SUP-00249,AGT Food and Ingredients,2024,Active,23-24_Green Lentils Dec 24,
SUP-00314,All Commodities Trading Ltd,2024,Active,23-24_Green Lentils Dec 24,
SUP-00566,Avena Foods Ltd.,2024,Active,23-24_Green Lentils Dec 24,
SUP-00674,Belle Pulses Ltd,2024,Active,23-24_Green Lentils Dec 24,
SUP-00787,Bonduelle,2024,Active,23-24_Green Lentils Dec 24,
SUP-00822,Broadgrain Commodities Inc,2024,Active,23-24_Green Lentils Dec 24,
SUP-00861,Canada Trade Pioneers Inc,2024,Active,23-24_Green Lentils Dec 24,
SUP-00863,Canadian Grain Inc.,2024,Active,23-24_Green Lentils Dec 24,
SUP-00883,Cargill Canada,2024,Active,23-24_Green Lentils Dec 24,
SUP-01027,Columbia Seed Co. Ltd.,2024,Active,23-24_Green Lentils Dec 24,
SUP-01197,Diefenbaker Spice & Pulse,2024,Active,23-24_Green Lentils Dec 24,
SUP-01393,Eximcan Canada,2024,Active,23-24_Green Lentils Dec 24,
SUP-01399,Export Packers Co. Ltd.,2024,Active,23-24_Green Lentils Dec 24,
SUP-01445,Ferguson Bros of St Thomas Ltd.,2024,Active,23-24_Green Lentils Dec 24,
SUP-01497,FoodLife Group Inc.,2024,Active,23-24_Green Lentils Dec 24,
SUP-01641,Global Commodities Traders Inc.,2024,Active,23-24_Green Lentils Dec 24,
SUP-01644,Global Food and Ingredients Inc.,2024,Active,23-24_Green Lentils Dec 24,
SUP-01885,"Hensall District Co-operative, Inc.",2024,Active,23-24_Green Lentils Dec 24,
SUP-02191,JK Milling Canada,2024,Active,23-24_Green Lentils Dec 24,
SUP-02402,L.A. Grain Ltd.,2024,Active,23-24_Green Lentils Dec 24,
SUP-02513,Lovingly Made Flour Mills,2024,Active,23-24_Green Lentils Dec 24,
SUP-02602,Marina Commodities Inc.,2024,Active,23-24_Green Lentils Dec 24,
SUP-03024,NutriPea,2024,Active,23-24_Green Lentils Dec 24,
SUP-03134,Parrheim Foods,2024,Active,23-24_Green Lentils Dec 24,
SUP-03240,Prairie Fava,2024,Active,23-24_Green Lentils Dec 24,
SUP-03431,Red River Global Ingredients,2024,Active,23-24_Green Lentils Dec 24,
SUP-03459,Richardson International,2024,Active,23-24_Green Lentils Dec 24,
SUP-03811,Simpson Seeds Inc.,2024,Active,23-24_Green Lentils Dec 24,
SUP-04149,The Andersons,2024,Active,23-24_Green Lentils Dec 24,
SUP-01168,DERVISOGLU,2024,Active,23-24_Green Lentils Dec 24,
SUP-00499,AS BESIN,2024,Active,23-24_Green Lentils Dec 24,
SUP-00479,ARMADA FOODS,2024,Active,23-24_Green Lentils Dec 24,
SUP-02734,MONETTE FARMS,2024,Active,23-24_Green Lentils Dec 24,
SUP-01367,ETG COMMODIES,2024,Active,23-24_Green Lentils Dec 24,
SUP-02858,Nasara,2024,Active,23-24_Cashew Nov 24,
SUP-04214,Tolaro Global,2024,Active,23-24_Cashew Nov 24,
SUP-04215,Tolaro Global S.A.S.,2024,Active,23-24_Cashew Nov 24,
SUP-00881,CAPRO CI SA,2024,Active,23-24_Cashew Nov 24,
SUP-00986,Cilagri Cajou,2024,Active,23-24_Cashew Nov 24,
SUP-01498,FOOD’S CO S.A,2024,Active,23-24_Cashew Nov 24,
SUP-03967,STNC,2024,Active,23-24_Cashew Nov 24,
SUP-03374,QUANG THIEN IMEX S.A.,2024,Active,23-24_Cashew Nov 24,
SUP-03429,RED RIVER FOODS INC.,2024,Active,23-24_Cashew Nov 24,
SUP-02991,NORD CAJOU SEGUELA,2024,Active,23-24_Cashew Nov 24,
SUP-02095,IVORY CASHEW NUTS,2024,Active,23-24_Cashew Nov 24,
SUP-02093,IVOIRIENNE DE NOIX DE CAJOU,2024,Active,23-24_Cashew Nov 24,
SUP-01287,ECOCAJOU,2024,Active,23-24_Cashew Nov 24,
SUP-01235,DORADO IVORY,2024,Active,23-24_Cashew Nov 24,
SUP-00985,CILAGRI,2024,Active,23-24_Cashew Nov 24,
SUP-00120,AFCOTT CASHEW SARLU,2024,Active,23-24_Cashew Nov 24,
SUP-00891,Cashew Food’s,2024,Active,23-24_Cashew Nov 24,
SUP-01040,Compagnie Industrielle Et Commerciale D’Anacarde,2024,Active,23-24_Cashew Nov 24,
SUP-02094,IVOIRIENNE DE NOIX DE CAJOU S.A,2024,Active,23-24_Cashew Nov 24,
SUP-03048,OLAM IVOIRE SA,2024,Active,23-24_Cashew Nov 24,
SUP-03861,Societe De Transformation De Noix De Cajou,2024,Active,23-24_Cashew Nov 24,
SUP-03869,SONATA AGRI INTERNATIONAL COTE D'IVOIRE,2024,Active,23-24_Cashew Nov 24,
SUP-03898,SOUTHLAND GLOBAL AGRICULTURE,2024,Active,23-24_Cashew Nov 24,
SUP-04304,USIBRAS,2024,Active,23-24_Cashew Nov 24,
SUP-01797,GYARKO FARMS,2024,Active,23-24_Cashew Nov 24,
SUP-00340,Alphonsa Cashew Industries,2024,Active,23-24_Cashew Nov 24,
SUP-00506,Ashapura Agrocomm Pvt. Ltd.,2024,Active,23-24_Cashew Nov 24,
SUP-00749,Bismi Cashew Company,2024,Active,23-24_Cashew Nov 24,
SUP-02291,KERALA NUT FOOD CO.,2024,Active,23-24_Cashew Nov 24,
SUP-04078,TASTY NUT INDUSTRIES,2024,Active,23-24_Cashew Nov 24,
SUP-04501,Western India Cashew Co Pvt Ltd,2024,Active,23-24_Cashew Nov 24,
SUP-00365,"AMERICA VIET CASHEW NUTS PROCESSING ONE MEMBER CO.,LTD",2024,Active,23-24_Cashew Nov 24,
SUP-00869,CAO PHAT CO. LTD.,2024,Active,23-24_Cashew Nov 24,
SUP-01673,"GOLDCASHEW NUT CO., LTD",2024,Active,23-24_Cashew Nov 24,
SUP-04503,WESTERN INDIA CASHEW COMPANY PRIVATE LIMITED,2024,Active,23-24_Cashew Nov 24,
SUP-01067,cornitos,2024,Active,23-24_Cashew Nov 24,
SUP-04077,Tasty Nut,2024,Active,23-24_Cashew Nov 24,
SUP-03000,NS CASHEW COMPANY,2024,Active,23-24_Cashew Nov 24,
SUP-00890,Cashew Coast,2024,Active,23-24_Cashew Nov 24,
SUP-01007,Coastal Nuts Tanzania Ltd,2024,Active,23-24_Cashew Nov 24,
SUP-02682,Milhans Gıda ve Tarım Ürünleri San. Ve Tic. A.Ş.,2024,Active,23-24_Cashew Nov 24,
SUP-02498,LONG SON FOODS COMPANY LIMITED,2024,Active,23-24_Cashew Nov 24,
SUP-03301,PROSI THANG LONG JOINT STOCK COMPANY,2024,Active,23-24_Cashew Nov 24,
SUP-03504,"ROYAL FAMILY CO., LTD",2024,Active,23-24_Cashew Nov 24,
SUP-03870,SONG HY COMPANY LIMITED,2024,Active,23-24_Cashew Nov 24,
SUP-04384,Viet Phi Agriculture Joint Stock Company,2024,Active,23-24_Cashew Nov 24,
SUP-01799,HA MY CORPORATION,2024,Active,23-24_Cashew Nov 24,
SUP-01916,Hoang Son I Joint Stock Company,2024,Active,23-24_Cashew Nov 24,
SUP-00803,BRANCH OF LONG AN FOOD PROCESSING EXPORT JOINT STOCK COMPANY – LONG AN FACTORY,2024,Active,23-24_Cashew Nov 24,
SUP-00179,"AGRINUTS VIETNAM TRADING CO.,LTD.",2024,Active,23-24_Cashew Nov 24,
SUP-00175,AGRIKIM IMPORT AND EXPORT JOINT STOCK COMPANY,2024,Active,23-24_Cashew Nov 24,
SUP-00721,Bimico Company Limited,2024,Active,23-24_Cashew Nov 24,
SUP-00786,"BONANZA INTERNATIONAL CO.,LTD VIET NAM",2024,Active,23-24_Cashew Nov 24,
SUP-00716,BIGITEXCO,2024,Active,23-24_Cashew Nov 24,
SUP-01124,DAN ON FOODS CORPORATION,2024,Active,23-24_Cashew Nov 24,
SUP-01113,"Dakao Agricultural Produce Export And Production Co., Ltd",2024,Active,23-24_Cashew Nov 24,
SUP-01325,Elmar Trading & Production Co Ltd.,2024,Active,23-24_Cashew Nov 24,
SUP-01669,Gold Cashew,2024,Active,23-24_Cashew Nov 24,
SUP-03998,SUNRISE INS,2024,Active,23-24_Cashew Nov 24,
SUP-02325,KIMMY COMPANY LIMITED,2024,Active,23-24_Cashew Nov 24,
SUP-02814,"MYANCO.,LTD",2024,Active,23-24_Cashew Nov 24,
SUP-01980,HUYNHGIA,2024,Active,23-24_Cashew Nov 24,
SUP-02817,na foods King,2024,Active,23-24_Cashew Nov 24,
SUP-01847,HANOI SPICES,2024,Active,23-24_Cashew Nov 24,
SUP-04069,"Tanis Imex Co., Ltd",2024,Active,23-24_Cashew Nov 24,
SUP-02994,Nov Exim,2024,Active,23-24_Cashew Nov 24,
SUP-02345,KM GREEN COMPANY,2024,Active,23-24_Cashew Nov 24,
SUP-03032,NUVISRAEL,2024,Active,23-24_Cashew Nov 24,
SUP-04409,VIHABA,2024,Active,23-24_Cashew Nov 24,
SUP-04399,VIETNAM ROASTED CASHEW,2024,Active,23-24_Cashew Nov 24,
SUP-03982,SUN GRAINS INTERNATIONAL,2024,Active,23-24_Cashew Nov 24,
SUP-04425,VINAPRO,2024,Active,23-24_Cashew Nov 24,
SUP-04392,VIETNAM FOOD STUFF,2024,Active,23-24_Cashew Nov 24,
SUP-02912,"NGO HOANG THU AGRICULTURAL CO., LTD.",2024,Active,23-24_Cashew Nov 24,
SUP-03298,PROSI,2024,Active,23-24_Cashew Nov 24,
SUP-01922,HONG LOI THINH COMPANY LIMITED,2024,Active,23-24_Cashew Nov 24,
SUP-04381,VIET LINH,2024,Active,23-24_Cashew Nov 24,
SUP-01081,"CPT CORP – Vietnam Cashew, oganic cashew",2024,Active,23-24_Cashew Nov 24,
SUP-04416,VILACONIC JOINT STOCK COMPANY,2024,Active,23-24_Cashew Nov 24,
SUP-04391,VIETNAM CASHEW PROCESSING JOINT STOCK  COMPANY,2024,Active,23-24_Cashew Nov 24,
SUP-02326,KIMNUT Company Limited,2024,Active,23-24_Cashew Nov 24,
SUP-02500,LONG SON JOINT STOCK COMPANY,2024,Active,23-24_Cashew Nov 24,
SUP-01819,Hanfimex.  Group,2024,Active,23-24_Cashew Nov 24,
SUP-04038,SVC GROUP,2024,Active,23-24_Cashew Nov 24,
SUP-02947,NineStars Company,2024,Active,23-24_Cashew Nov 24,
SUP-04264,TUTILAN VIETNAM,2024,Active,23-24_Cashew Nov 24,
SUP-04401,Vietnuts,2024,Active,23-24_Cashew Nov 24,
SUP-03186,"Phuc An Processing Trading Co., Ltd",2024,Active,23-24_Cashew Nov 24,
SUP-04146,"Thaphimex - Thanh Phat Agricultual Co., Ltd",2024,Active,23-24_Cashew Nov 24,
SUP-04423,Vinalimex J.Co Hochiminh City,2024,Active,23-24_Cashew Nov 24,
SUP-02322,Kim Hy Cashew Nut Manufacture,2024,Active,23-24_Cashew Nov 24,
SUP-01816,Halomex Ltd,2024,Active,23-24_Cashew Nov 24,
SUP-04429,Vincas Company Limited,2024,Active,23-24_Cashew Nov 24,
SUP-01808,Hai Viet Company,2024,Active,23-24_Cashew Nov 24,
SUP-00870,CAO PHAT COMPANY LIMITED,2024,Active,23-24_Cashew Nov 24,
SUP-04383,VIET NAM INTERSNACK CASHEW COMPANY LIMITED,2024,Active,23-24_Cashew Nov 24,
SUP-03054,olam vietnam ltd,2024,Active,23-24_Cashew Nov 24,
SUP-00176,AGRIKIM  vietnam nuts and spices,2024,Active,23-24_Cashew Nov 24,
SUP-04163,The PAN Group,2024,Active,23-24_Cashew Nov 24,
SUP-01488,FOMEXCO JSC,2024,Active,23-24_Cashew Nov 24,
SUP-04438,Visimex Corporation,2024,Active,23-24_Cashew Nov 24,
SUP-00563,AVC Nuts,2024,Active,23-24_Cashew Nov 24,
SUP-01850,Haprosimex JSC,2024,Active,23-24_Cashew Nov 24,
SUP-01075,COTE D'IVOIRE,2024,Active,23-24_Cashew Dec 24 brc certifi,
SUP-02018,India,2024,Active,23-24_Cashew Dec 24 brc certifi,
SUP-04387,Vietnam,2024,Active,23-24_Cashew Dec 24 brc certifi,
SUP-04382,VIET NAM,2024,Active,23-24_Cashew Dec 24 brc certifi,
SUP-02276,KAZMAIN FOODS PRIVATE LIMITED,2024,Active,23-24_Mix New Nov 24,
SUP-01933,HT Nuts,2024,Active,23-24_Mix New Nov 24,
SUP-02049,INSIGHT FOOD INDIA,2024,Active,23-24_Mix New Nov 24,
SUP-01462,FISHER FARMS INC,2024,Active,23-24_Mix New Nov 24,
SUP-01047,Comrural XXI S.R.L.,2024,Active,23-24_Quinoa -Nov24,
SUP-03382,QUINOA-BOL S.R.L.,2024,Active,23-24_Quinoa -Nov24,
SUP-02106,Jacha Inti Industrial Sociedad Anonima,2024,Active,23-24_Quinoa -Nov24,
SUP-03853,Sociedad Agropecuaria Industrial Y Tecnica Srl Saite Srl,2024,Active,23-24_Quinoa -Nov24,
SUP-03813,Sinai Srl,2024,Active,23-24_Quinoa -Nov24,
SUP-02076,Irupana Andean Organic Food Sa,2024,Active,23-24_Quinoa -Nov24,
SUP-03856,Sociedad Industrial De Alimentos Naturales Organicos Sindan Organic Srl,2024,Active,23-24_Quinoa -Nov24,
SUP-03381,Quinoa Foods Company Srl,2024,Active,23-24_Quinoa -Nov24,
SUP-01069,Coronilla Sociedad Anonima Industrial Y Comercial,2024,Active,23-24_Quinoa -Nov24,
SUP-00398,Andean Valley Sa,2024,Active,23-24_Quinoa -Nov24,
SUP-01345,Ense Limitada,2024,Active,23-24_Quinoa -Nov24,
SUP-03172,Peru,2024,Active,23-24_Quinoa -Nov24,
SUP-00161,AGRICOLA ECOLOGICA SAC,2024,Active,23-24_Quinoa -Nov24,
SUP-00180,AGRIPROCESS S.A.C,2024,Active,23-24_Quinoa -Nov24,
SUP-00194,Agro Sur Latino S.A.C.,2024,Active,23-24_Quinoa -Nov24,
SUP-00230,AGROINDUSTRIAS OSHO S.A.C.,2024,Active,23-24_Quinoa -Nov24,
SUP-00237,AGRONEGOCIOS WIRACCOCHA DEL PERÚ S.A.C.,2024,Active,23-24_Quinoa -Nov24,
SUP-00246,AGROSUR VIVA ORGANIC SAC,2024,Active,23-24_Quinoa -Nov24,
SUP-00299,ALGARROBOS ORGÁNICOS DEL PERÚ S.A.C.,2024,Active,23-24_Quinoa -Nov24,
SUP-00312,Alisur S.A.C,2024,Active,23-24_Quinoa -Nov24,
SUP-00400,Andes Alimentos & Bebidas S.A.C.,2024,Active,23-24_Quinoa -Nov24,
SUP-00858,CAMINO ANDINO S.A.C,2024,Active,23-24_Quinoa -Nov24,
SUP-01025,Colorexa S.A.C.,2024,Active,23-24_Quinoa -Nov24,
SUP-01129,Danper Trujillo S.A.C. - Sede Trujillo,2024,Active,23-24_Quinoa -Nov24,
SUP-01285,ECOANDINO S.A.C.,2024,Active,23-24_Quinoa -Nov24,
SUP-01657,GLOBENATURAL SUPERFOODS S.A.C.,2024,Active,23-24_Quinoa -Nov24,
SUP-01716,GRANODEP S.A.C,2024,Active,23-24_Quinoa -Nov24,
SUP-02015,INCA MYSTIC GRAIN SAC,2024,Active,23-24_Quinoa -Nov24,
